iso_ref	gene_ref	isoform_id	gene_id	gene_name	condition_1	condition_2	IF1	IF2	dIF	isoform_switch_q_value	Rank
isoComp_00056669	geneComp_00018734	ENST00000368551.1	FUOM	FUOM	control	treated	0.15	0	-0.15	0.00344952693477549	402
isoComp_00147546	geneComp_00038194	ENST00000588057.1	ZNF112	ZNF112	control	treated	0.678	0.826	0.148	0.00349378364701295	403
isoComp_00147758	geneComp_00038234	ENST00000259395.4	ZNF189	ZNF189	control	treated	0.684	0.303	-0.381	0.00362491963536284	404
isoComp_00046841	geneComp_00016828	ENST00000382387.4	DOCK8-AS1	DOCK8-AS1	control	treated	1	0.365	-0.635	0.00374701712371024	405
isoComp_00056759	geneComp_00018748	ENST00000531017.5	FUZ	FUZ	control	treated	0.486	0.193	-0.294	0.00382831149811145	406
isoComp_00073047	geneComp_00022078	ENST00000638430.1	LIAS	LIAS	control	treated	0.227	0.329	0.102	0.00383766773951517	407
isoComp_00091567	geneComp_00026383	ENST00000397789.3	NF2	NF2	control	treated	0.324	0.169	-0.155	0.00387820341466953	408
isoComp_00147714	geneComp_00038224	ENST00000601808.1	ZNF17	ZNF17	control	treated	0.624	0.374	-0.25	0.00388086470340183	409
isoComp_00078917	geneComp_00023850	ENST00000462356.5	LRRC47	LRRC47	control	treated	0.578	0.439	-0.139	0.00399495765018029	410
isoComp_00021982	geneComp_00012447	ENST00000557346.5	AP4S1	AP4S1	control	treated	0.001	0.108	0.107	0.00402550358531865	411
isoComp_00054469	geneComp_00018231	ENST00000281623.8	FBXO4	FBXO4	control	treated	0.578	0.464	-0.114	0.00409011478811351	412
isoComp_00132094	geneComp_00035338	ENST00000369395.6	TCF7L2	TCF7L2	control	treated	0.009	0.127	0.118	0.00417689490093215	413
isoComp_00127928	geneComp_00034682	ENST00000470009.1	SSUH2	SSUH2	control	treated	0.972	0	-0.972	0.00425854261677929	414
isoComp_00006261	geneComp_00003992	ENST00000559977.1	AC066613.1	AC066613.1	control	treated	0.541	0.8	0.259	0.00427763307192875	415
isoComp_00014746	geneComp_00008465	ENST00000658167.1	AL021155.4	AL021155.4	control	treated	0.699	0.306	-0.394	0.00431115895846304	416
isoComp_00013258	geneComp_00008101	ENST00000564360.5	ADGRG1	ADGRG1	control	treated	0.442	0	-0.442	0.0043449554663094	417
isoComp_00068056	geneComp_00021101	ENST00000606929.1	IRAK1BP1	IRAK1BP1	control	treated	0.192	0	-0.192	0.00441984370980737	418
isoComp_00043966	geneComp_00016403	ENST00000324340.13	DDX39A	DDX39A	control	treated	0.002	0.11	0.108	0.00445787591282574	419
isoComp_00111272	geneComp_00030032	ENST00000400234.6	RFPL3S	RFPL3S	control	treated	0	0.21	0.21	0.0044665421726734	420
isoComp_00136878	geneComp_00036232	ENST00000518937.5	TPD52	TPD52	control	treated	0	0.396	0.396	0.00448559596515681	421
isoComp_00026847	geneComp_00013216	ENST00000427243.5	BCAR3-AS1	BCAR3-AS1	control	treated	0.928	0.317	-0.611	0.0045303583401366	422
isoComp_00128331	geneComp_00034750	ENST00000434713.6	STAG1	STAG1	control	treated	0.156	0	-0.156	0.00455798428542687	423
isoComp_00141651	geneComp_00037097	ENST00000556319.1	UNC45A	UNC45A	control	treated	0.198	0.091	-0.107	0.00458308806395545	424
isoComp_00131264	geneComp_00035223	ENST00000264866.9	TBC1D19	TBC1D19	control	treated	0.158	0.334	0.176	0.00466972373370173	425
isoComp_00020949	geneComp_00011886	ENST00000531276.1	AP000640.2	AP000640.2	control	treated	0.217	0	-0.217	0.00474956070055892	426
isoComp_00062438	geneComp_00019918	ENST00000230990.7	HBEGF	HBEGF	control	treated	0.591	1	0.41	0.0047951296291486	427
isoComp_00140063	geneComp_00036818	ENST00000508779.1	TXNDC15	TXNDC15	control	treated	0.407	0.259	-0.148	0.00496030754157368	428
isoComp_00082459	geneComp_00024430	ENST00000315588.11	MED29	MED29	control	treated	0.781	0.924	0.142	0.00496350063182688	429
isoComp_00040386	geneComp_00015759	ENST00000382070.7	CREBBP	CREBBP	control	treated	0.091	0.213	0.122	0.00503592310268557	430
isoComp_00015178	geneComp_00008790	ENST00000665423.1	AL035530.2	AL035530.2	control	treated	0.004	0.182	0.178	0.00507718617552944	431
isoComp_00046012	geneComp_00016695	ENST00000486752.5	DNAH1	DNAH1	control	treated	0.121	0	-0.121	0.00517654283070092	432
isoComp_00006196	geneComp_00003944	ENST00000651365.1	AC062037.3	AC062037.3	control	treated	0.695	0	-0.695	0.00517775350508548	433
isoComp_00092661	geneComp_00026578	ENST00000297990.9	NOL6	NOL6	control	treated	0.415	0.685	0.27	0.00521897124383503	434
isoComp_00066463	geneComp_00020839	ENST00000489689.5	IGSF11	IGSF11	control	treated	0.132	0	-0.132	0.00532890360385741	435
isoComp_00127236	geneComp_00034576	ENST00000598819.1	SRD5A3-AS1	SRD5A3-AS1	control	treated	0	0.111	0.111	0.00551289462909677	436
isoComp_00006010	geneComp_00003829	ENST00000664702.1	AC040970.1	AC040970.1	control	treated	0.243	0	-0.243	0.00556345869712665	437
isoComp_00123230	geneComp_00033699	ENST00000594180.1	SLC6A16	SLC6A16	control	treated	0	0.123	0.123	0.00568849629575793	438
isoComp_00029408	geneComp_00013813	ENST00000468365.1	C1QTNF12	C1QTNF12	control	treated	0	0.165	0.165	0.00574531252384051	439
isoComp_00061017	geneComp_00019586	ENST00000565520.1	GS1-279B7.1	GS1-279B7.1	control	treated	0.581	0.157	-0.424	0.0058212988825618	440
isoComp_00074341	geneComp_00022416	ENST00000412882.5	LINC00893	LINC00893	control	treated	0.03	0.347	0.317	0.00588008187686252	441
isoComp_00078317	geneComp_00023728	ENST00000649248.1	LNX2	LNX2	control	treated	0.873	0.559	-0.314	0.00589175915593082	442
isoComp_00092398	geneComp_00026533	ENST00000393193.6	NME1-NME2	NME1-NME2	control	treated	0.721	0.596	-0.125	0.00595330551849849	443
isoComp_00087118	geneComp_00025540	ENST00000481055.2	MST1	MST1	control	treated	0.147	0	-0.147	0.00605085358549388	444
isoComp_00093212	geneComp_00026673	ENST00000547107.5	NPIPP1	NPIPP1	control	treated	0.508	0.654	0.147	0.00606948576921237	445
isoComp_00053403	geneComp_00018013	ENST00000431488.5	FAM230H	FAM230H	control	treated	0.993	0.559	-0.434	0.00608476182001429	446
isoComp_00042820	geneComp_00016225	ENST00000357401.3	CYYR1-AS1	CYYR1-AS1	control	treated	0.902	0.507	-0.396	0.00613736405376779	447
isoComp_00111133	geneComp_00030014	ENST00000265881.10	REXO2	REXO2	control	treated	0.245	0.355	0.109	0.00616071417822407	448
isoComp_00099229	geneComp_00028023	ENST00000447513.7	PEX10	PEX10	control	treated	0	0.378	0.378	0.00625704203504543	449
isoComp_00012816	geneComp_00008020	ENST00000415217.7	ADAM8	ADAM8	control	treated	0	0.108	0.108	0.00630988328148007	450
isoComp_00021789	geneComp_00012430	ENST00000446015.6	AP1S3	AP1S3	control	treated	0.211	0	-0.211	0.00630988328148007	451
isoComp_00059483	geneComp_00019242	ENST00000427895.5	GNB2	GNB2	control	treated	0.176	0.002	-0.174	0.00633609089353796	452
isoComp_00080290	geneComp_00024110	ENST00000587438.1	MALT1	MALT1	control	treated	0	0.227	0.227	0.00641199815848284	453
isoComp_00036016	geneComp_00014987	ENST00000510149.1	CFAP92	CFAP92	control	treated	0.026	0.287	0.261	0.00653247096183971	454
isoComp_00065339	geneComp_00020582	ENST00000530128.5	HTN3	HTN3	control	treated	0.448	0.935	0.487	0.00653745537457041	455
isoComp_00051191	geneComp_00017585	ENST00000512869.1	ERAP2	ERAP2	control	treated	0	0.109	0.109	0.00662978106558581	456
isoComp_00016531	geneComp_00009721	ENST00000658132.1	AL158071.2	AL158071.2	control	treated	0	0.441	0.441	0.0068467591520564	457
isoComp_00053053	geneComp_00017922	ENST00000557545.1	FAM174B	FAM174B	control	treated	0.41	0.664	0.253	0.00686826936755532	458
isoComp_00003894	geneComp_00002280	ENST00000664154.1	AC012103.1	AC012103.1	control	treated	0	0.296	0.296	0.00705505171604182	459
isoComp_00108733	geneComp_00029603	ENST00000315150.10	RAB43	RAB43	control	treated	0.469	0	-0.469	0.0070667126680513	460
isoComp_00063605	geneComp_00020106	ENST00000379016.7	HIPK3	HIPK3	control	treated	0.407	0.229	-0.178	0.00725697940008279	461
isoComp_00071772	geneComp_00021851	ENST00000543753.5	KRTCAP3	KRTCAP3	control	treated	0	0.11	0.11	0.00758235533532451	462
isoComp_00046842	geneComp_00016828	ENST00000648587.1	DOCK8-AS1	DOCK8-AS1	control	treated	0	0.635	0.635	0.00759284252417445	463
isoComp_00138976	geneComp_00036609	ENST00000649909.1	TSPAN9	TSPAN9	control	treated	0	0.501	0.501	0.00764965188334278	464
isoComp_00094342	geneComp_00026884	ENST00000498192.5	NUDT17	NUDT17	control	treated	0.09	0.225	0.135	0.00780371140158447	465
isoComp_00016530	geneComp_00009721	ENST00000423380.2	AL158071.2	AL158071.2	control	treated	0.92	0.419	-0.501	0.00783339922840306	466
isoComp_00010416	geneComp_00006920	ENST00000655466.1	AC122710.1	AC122710.1	control	treated	1	0.507	-0.493	0.00784942016430079	467
isoComp_00056755	geneComp_00018748	ENST00000528043.5	FUZ	FUZ	control	treated	0.01	0.19	0.179	0.00785939305167915	468
isoComp_00034355	geneComp_00014703	ENST00000274170.8	CDH18	CDH18	control	treated	0.004	0.356	0.352	0.00792682446717573	469
isoComp_00062996	geneComp_00019995	ENST00000298068.10	HECTD2	HECTD2	control	treated	0.369	0.194	-0.175	0.00800318021819213	470
isoComp_00078602	geneComp_00023782	ENST00000470000.1	LRIG2	LRIG2	control	treated	0.252	0.145	-0.107	0.00800318021819213	471
isoComp_00079959	geneComp_00024033	ENST00000376692.9	MAD2L2	MAD2L2	control	treated	0.552	0.728	0.176	0.00800318021819213	472
isoComp_00052448	geneComp_00017796	ENST00000498148.5	FABP3	FABP3	control	treated	0.488	0.253	-0.235	0.00801826367583365	473
isoComp_00037608	geneComp_00015283	ENST00000569201.6	CLEC18C	CLEC18C	control	treated	0	0.381	0.381	0.00832689282659174	474
isoComp_00028837	geneComp_00013668	ENST00000530188.1	C11orf68	C11orf68	control	treated	0.685	0.554	-0.131	0.00836894926517115	475
isoComp_00087995	geneComp_00025824	ENST00000443241.5	MTX2	MTX2	control	treated	0.546	0.44	-0.106	0.00848452798339254	476
isoComp_00099153	geneComp_00028010	ENST00000244137.12	PEPD	PEPD	control	treated	0.346	0.619	0.273	0.0085947854664124	477
isoComp_00002771	geneComp_00001462	ENST00000594311.1	AC008750.2	AC008750.2	control	treated	1	0.671	-0.329	0.00860149909508101	478
isoComp_00065365	geneComp_00020599	ENST00000467961.5	HTRA2	HTRA2	control	treated	0.546	0.44	-0.106	0.00875349801050709	479
isoComp_00023975	geneComp_00012767	ENST00000395688.7	ART3	ART3	control	treated	0.118	0	-0.118	0.00890277852820959	480
isoComp_00040690	geneComp_00015819	ENST00000374211.5	CRYBG2	CRYBG2	control	treated	0.335	0.147	-0.187	0.00898563841513312	481
isoComp_00052506	geneComp_00017813	ENST00000525588.5	FADS3	FADS3	control	treated	0.123	0.022	-0.101	0.00909442939137469	482
isoComp_00139852	geneComp_00036779	ENST00000248846.10	TUBGCP6	TUBGCP6	control	treated	0.306	0.186	-0.119	0.00911343139399724	483
isoComp_00146936	geneComp_00038084	ENST00000444522.6	ZFAND2B	ZFAND2B	control	treated	0.02	0.12	0.1	0.00919709132008961	484
isoComp_00128330	geneComp_00034750	ENST00000383202.7	STAG1	STAG1	control	treated	0.58	0.823	0.243	0.00944404132423982	485
isoComp_00041406	geneComp_00015971	ENST00000520337.1	CTHRC1	CTHRC1	control	treated	0.032	0.566	0.534	0.00957884771851069	486
isoComp_00108374	geneComp_00029534	ENST00000411463.2	R3HCC1	R3HCC1	control	treated	0.478	0.336	-0.142	0.00967209038635232	487
isoComp_00049424	geneComp_00017317	ENST00000593066.5	EIF3G	EIF3G	control	treated	0.173	0.049	-0.124	0.00976377785129928	488
isoComp_00105804	geneComp_00029109	ENST00000619947.1	PROX2	PROX2	control	treated	0.912	0	-0.912	0.00980939047071741	489
isoComp_00019245	geneComp_00011518	ENST00000648964.1	ALG6	ALG6	control	treated	0.149	0.044	-0.105	0.00982740992139532	490
isoComp_00137437	geneComp_00036324	ENST00000429976.5	TRANK1	TRANK1	control	treated	0.473	0.007	-0.466	0.00982740992139532	491
isoComp_00005132	geneComp_00003186	ENST00000565476.5	AC022748.2	AC022748.2	control	treated	1	0.772	-0.228	0.00983240894408655	492
isoComp_00055711	geneComp_00018464	ENST00000481123.1	FMC1	FMC1	control	treated	0.565	0.682	0.117	0.00983517350346668	493
isoComp_00011425	geneComp_00007677	ENST00000606856.1	AC242426.2	AC242426.2	control	treated	1	0.413	-0.587	0.0100833090628272	494
isoComp_00077639	geneComp_00023524	ENST00000648581.1	LINC02700	LINC02700	control	treated	0.718	0.469	-0.249	0.0100833090628272	495
isoComp_00099975	geneComp_00028157	ENST00000572789.5	PHF23	PHF23	control	treated	0.32	0.188	-0.132	0.0100833090628272	496
isoComp_00096148	geneComp_00027452	ENST00000468441.5	OSCP1	OSCP1	control	treated	0.21	0.041	-0.169	0.0102286878508873	497
isoComp_00014449	geneComp_00008381	ENST00000366358.2	AKAP7	AKAP7	control	treated	0.018	0.182	0.163	0.0102666325305912	498
isoComp_00077982	geneComp_00023667	ENST00000596355.1	LIX1L-AS1	LIX1L-AS1	control	treated	0.101	0	-0.101	0.010376127481741	499
isoComp_00150884	geneComp_00038834	ENST00000334715.7	ZSCAN25	ZSCAN25	control	treated	0	0.116	0.116	0.010561780451239	500
isoComp_00060174	geneComp_00019393	ENST00000478722.6	GPHN	GPHN	control	treated	0.226	0.385	0.159	0.010704805170825	501
isoComp_00098116	geneComp_00027825	ENST00000369847.4	PCGF6	PCGF6	control	treated	0.613	0.729	0.116	0.0108082714820926	502
isoComp_00079016	geneComp_00023876	ENST00000526694.2	LRRC8C-DT	LRRC8C-DT	control	treated	0	0.107	0.107	0.0108835583264134	503
isoComp_00028979	geneComp_00013702	ENST00000553841.1	C14orf28	C14orf28	control	treated	0.344	0	-0.344	0.0109827180411366	504
isoComp_00040031	geneComp_00015680	ENST00000551855.1	CPNE8	CPNE8	control	treated	0.195	0.066	-0.129	0.0111847364434139	505
isoComp_00064827	geneComp_00020438	ENST00000252825.9	HRC	HRC	control	treated	0.894	0.777	-0.116	0.0112215499818108	506
isoComp_00145834	geneComp_00037774	ENST00000528797.5	YPEL4	YPEL4	control	treated	0.217	0.001	-0.216	0.011408489823459	507
isoComp_00092397	geneComp_00026533	ENST00000376392.10	NME1-NME2	NME1-NME2	control	treated	0.279	0.404	0.125	0.0114392814964098	508
isoComp_00136852	geneComp_00036230	ENST00000541517.5	TPCN1	TPCN1	control	treated	0.2	0.31	0.11	0.0114392814964098	509
isoComp_00016935	geneComp_00010028	ENST00000666913.1	AL353748.3	AL353748.3	control	treated	0.364	0	-0.364	0.0114693963729835	510
isoComp_00095370	geneComp_00027046	ENST00000491143.3	ONECUT2	ONECUT2	control	treated	1	0.876	-0.124	0.0114834016467379	511
isoComp_00074466	geneComp_00022440	ENST00000539348.5	LINC00937	LINC00937	control	treated	0	0.235	0.235	0.0115519227882901	512
isoComp_00006262	geneComp_00003992	ENST00000661767.1	AC066613.1	AC066613.1	control	treated	0.459	0.2	-0.259	0.0116038396470853	513
isoComp_00084196	geneComp_00024693	ENST00000412162.1	MIR181A1HG	MIR181A1HG	control	treated	0	0.72	0.72	0.01194192257228	514
isoComp_00077216	geneComp_00023351	ENST00000667086.1	LINC02434	LINC02434	control	treated	0.381	0	-0.381	0.0121534359563784	515
isoComp_00031071	geneComp_00014151	ENST00000437756.5	CARD10	CARD10	control	treated	0.297	0.05	-0.247	0.0123677603170654	516
isoComp_00149980	geneComp_00038626	ENST00000660511.1	ZNF687-AS1	ZNF687-AS1	control	treated	0	0.23	0.23	0.0124076609040455	517
isoComp_00100790	geneComp_00028262	ENST00000443175.1	PIK3IP1	PIK3IP1	control	treated	0	0.197	0.197	0.0124359540350572	518
isoComp_00101473	geneComp_00028383	ENST00000520884.5	PLAA	PLAA	control	treated	0.296	0.396	0.1	0.0124532052665085	519
isoComp_00054681	geneComp_00018279	ENST00000599988.5	FCGRT	FCGRT	control	treated	0.135	0.008	-0.127	0.0124696354694723	520
isoComp_00065338	geneComp_00020582	ENST00000529625.5	HTN3	HTN3	control	treated	0.552	0.065	-0.487	0.012517736241886	521
isoComp_00021192	geneComp_00012051	ENST00000525992.2	AP001267.3	AP001267.3	control	treated	0	0.576	0.576	0.0125563499931129	522
isoComp_00071236	geneComp_00021686	ENST00000324041.5	KLK4	KLK4	control	treated	0.184	0.753	0.569	0.0126450954761938	523
isoComp_00138855	geneComp_00036591	ENST00000222747.8	TSPAN12	TSPAN12	control	treated	0.166	0.883	0.717	0.0127505543861345	524
isoComp_00022329	geneComp_00012508	ENST00000531095.1	APOL3	APOL3	control	treated	0.138	0	-0.138	0.0128093206723632	525
isoComp_00065840	geneComp_00020674	ENST00000555819.5	IFI27	IFI27	control	treated	0	0.21	0.21	0.0128471625680239	526
isoComp_00077498	geneComp_00023470	ENST00000658016.1	LINC02613	LINC02613	control	treated	0.243	0	-0.243	0.0130202495818747	527
isoComp_00151033	geneComp_00038859	ENST00000446801.6	ZWILCH	ZWILCH	control	treated	0.503	0.378	-0.125	0.0130658597084695	528
isoComp_00125388	geneComp_00034206	ENST00000390687.9	SNRPN	SNRPN	control	treated	0.776	0	-0.776	0.0130698100709227	529
isoComp_00078316	geneComp_00023728	ENST00000316334.5	LNX2	LNX2	control	treated	0.127	0.441	0.314	0.0131635582723625	530
isoComp_00082072	geneComp_00024381	ENST00000395569.8	MDK	MDK	control	treated	0.273	0.09	-0.182	0.0131635582723625	531
isoComp_00058102	geneComp_00018977	ENST00000491895.7	GCH1	GCH1	control	treated	0.568	0.93	0.362	0.0132438106004845	532
isoComp_00040175	geneComp_00015701	ENST00000448959.5	CPVL	CPVL	control	treated	0.004	0.202	0.198	0.0133570556855984	533
isoComp_00048875	geneComp_00017224	ENST00000561340.1	EFL1	EFL1	control	treated	0.376	0.27	-0.106	0.0136062892970939	534
isoComp_00087992	geneComp_00025824	ENST00000249442.11	MTX2	MTX2	control	treated	0.406	0.518	0.112	0.0136802515118832	535
isoComp_00135212	geneComp_00035911	ENST00000503527.6	TMEM232	TMEM232	control	treated	0	0.233	0.233	0.0138045255581989	536
isoComp_00021983	geneComp_00012447	ENST00000622409.4	AP4S1	AP4S1	control	treated	0.132	0.001	-0.132	0.014139674194351	537
isoComp_00149378	geneComp_00038522	ENST00000424129.6	ZNF566	ZNF566	control	treated	0	0.141	0.141	0.0141523030867373	538
isoComp_00106155	geneComp_00029181	ENST00000300797.7	PRRT2	PRRT2	control	treated	0.55	0.105	-0.445	0.0143526879181109	539
isoComp_00085953	geneComp_00025313	ENST00000375809.7	MPIG6B	MPIG6B	control	treated	0	0.616	0.616	0.01437856831281	540
isoComp_00146798	geneComp_00038070	ENST00000482410.5	ZDHHC6	ZDHHC6	control	treated	0.387	0.287	-0.1	0.0146354650744432	541
isoComp_00028333	geneComp_00013525	ENST00000618918.4	BTBD3	BTBD3	control	treated	0.418	0	-0.418	0.0146709866513725	542
isoComp_00079988	geneComp_00024036	ENST00000545474.1	MADD-AS1	MADD-AS1	control	treated	0.575	1	0.425	0.014752534127962	543
isoComp_00045062	geneComp_00016547	ENST00000671464.1	DHRS4-AS1	DHRS4-AS1	control	treated	0.562	0.444	-0.119	0.01480963570882	544
isoComp_00150602	geneComp_00038762	ENST00000595854.5	ZNF85	ZNF85	control	treated	0.104	0	-0.104	0.0148705512723146	545
isoComp_00034360	geneComp_00014703	ENST00000515257.6	CDH18	CDH18	control	treated	0.285	0	-0.285	0.0151044570527312	546
isoComp_00021319	geneComp_00012151	ENST00000525104.1	AP001992.1	AP001992.1	control	treated	0.156	0	-0.156	0.0152285936716344	547
isoComp_00042498	geneComp_00016148	ENST00000228606.9	CYP27B1	CYP27B1	control	treated	0	0.274	0.274	0.0152947297672555	548
isoComp_00107659	geneComp_00029434	ENST00000467464.1	PTPRF	PTPRF	control	treated	0.158	0.015	-0.143	0.0153120283693958	549
isoComp_00023563	geneComp_00012702	ENST00000569356.1	ARLNC1	ARLNC1	control	treated	0	0.146	0.146	0.0153666853407033	550
isoComp_00147314	geneComp_00038147	ENST00000421422.1	ZHX3	ZHX3	control	treated	0.13	0.295	0.165	0.0153666853407033	551
isoComp_00018612	geneComp_00011256	ENST00000659240.1	AL627171.2	AL627171.2	control	treated	0.585	0	-0.585	0.0154035800986169	552
isoComp_00056252	geneComp_00018620	ENST00000496586.5	FPGS	FPGS	control	treated	0.193	0.067	-0.126	0.0154217043038269	553
isoComp_00095881	geneComp_00027404	ENST00000641572.1	OR8G3P	OR8G3P	control	treated	0.043	0.475	0.432	0.015555706458031	554
isoComp_00148177	geneComp_00038298	ENST00000326804.8	ZNF274	ZNF274	control	treated	0.307	0.438	0.131	0.0155698350700989	555
isoComp_00095311	geneComp_00027031	ENST00000413672.5	OLAH	OLAH	control	treated	0.263	0	-0.263	0.0156218322251936	556
isoComp_00001607	geneComp_00000659	ENST00000648345.1	AC005520.5	AC005520.5	control	treated	1	0.473	-0.527	0.0160407324812755	557
isoComp_00053402	geneComp_00018013	ENST00000411581.1	FAM230H	FAM230H	control	treated	0	0.433	0.433	0.0162035815834877	558
isoComp_00060374	geneComp_00019442	ENST00000332427.6	GPR19	GPR19	control	treated	0	0.192	0.192	0.0162363923979354	559
isoComp_00003094	geneComp_00001693	ENST00000628427.1	AC009303.2	AC009303.2	control	treated	0.31	0	-0.31	0.0162825171848675	560
isoComp_00147522	geneComp_00038190	ENST00000318110.9	ZNF101	ZNF101	control	treated	0.269	0.152	-0.117	0.0163251951285194	561
isoComp_00000293	geneComp_00000053	ENST00000589482.1	ABCA6	ABCA6	control	treated	0	0.42	0.42	0.0166079826647887	562
isoComp_00092045	geneComp_00026458	ENST00000530997.7	NIN	NIN	control	treated	0	0.285	0.285	0.0166389601023528	563
isoComp_00082071	geneComp_00024381	ENST00000395566.8	MDK	MDK	control	treated	0.64	0.841	0.201	0.0167451777412989	564
isoComp_00002931	geneComp_00001580	ENST00000635000.1	AC009061.2	AC009061.2	control	treated	0	0.146	0.146	0.0168351367339997	565
isoComp_00124958	geneComp_00033987	ENST00000655899.1	SNHG31	SNHG31	control	treated	0	0.185	0.185	0.0169308983031016	566
isoComp_00042613	geneComp_00016179	ENST00000336374.4	CYP3A7	CYP3A7	control	treated	0	0.43	0.43	0.0170511205501506	567
isoComp_00048817	geneComp_00017218	ENST00000527378.1	EFEMP2	EFEMP2	control	treated	0	0.157	0.157	0.0171624367036293	568
isoComp_00100400	geneComp_00028216	ENST00000495568.7	PIEZO1	PIEZO1	control	treated	0.189	0.078	-0.111	0.0171652613129175	569
isoComp_00095672	geneComp_00027234	ENST00000641984.1	OR4G1P	OR4G1P	control	treated	0.715	0.356	-0.359	0.0175325744846648	570
isoComp_00033185	geneComp_00014485	ENST00000308108.8	CCNE2	CCNE2	control	treated	0.743	0.561	-0.182	0.0178385407998795	571
isoComp_00028187	geneComp_00013497	ENST00000590333.5	BRSK1	BRSK1	control	treated	0.122	0.237	0.115	0.017934239379939	572
isoComp_00059990	geneComp_00019358	ENST00000526233.5	GPAA1	GPAA1	control	treated	0.257	0.076	-0.18	0.017934239379939	573
isoComp_00149350	geneComp_00038517	ENST00000591056.1	ZNF561-AS1	ZNF561-AS1	control	treated	0.228	0.006	-0.221	0.017934239379939	574
isoComp_00040205	geneComp_00015708	ENST00000367059.3	CR2	CR2	control	treated	0.129	0	-0.129	0.0179510529401906	575
isoComp_00071238	geneComp_00021686	ENST00000597441.1	KLK4	KLK4	control	treated	0.782	0.134	-0.648	0.0180939285679161	576
isoComp_00128836	geneComp_00034810	ENST00000475843.5	STK11IP	STK11IP	control	treated	0.167	0.061	-0.106	0.0181458602437471	577
isoComp_00010710	geneComp_00007149	ENST00000608232.5	AC131235.2	AC131235.2	control	treated	1	0.062	-0.938	0.0181475925763636	578
isoComp_00132338	geneComp_00035381	ENST00000377881.8	TDRD3	TDRD3	control	treated	0.089	0.193	0.104	0.0181475925763636	579
isoComp_00076165	geneComp_00022912	ENST00000655691.1	LINC01754	LINC01754	control	treated	0	1	1	0.0183803489201105	580
isoComp_00021977	geneComp_00012447	ENST00000542754.7	AP4S1	AP4S1	control	treated	0.083	0.245	0.161	0.0187042592993058	581
isoComp_00042152	geneComp_00016085	ENST00000374251.6	CXorf65	CXorf65	control	treated	0	0.107	0.107	0.0187421316556024	582
isoComp_00010415	geneComp_00006920	ENST00000510622.1	AC122710.1	AC122710.1	control	treated	0	0.493	0.493	0.0191714262373229	583
isoComp_00149662	geneComp_00038570	ENST00000598071.6	ZNF615	ZNF615	control	treated	0.02	0.273	0.252	0.0192370361368874	584
isoComp_00068178	geneComp_00021119	ENST00000522154.1	IRGM	IRGM	control	treated	0.849	0.156	-0.693	0.0193108222758935	585
isoComp_00017694	geneComp_00010579	ENST00000451054.1	AL390719.1	AL390719.1	control	treated	0.149	0	-0.149	0.0194455525516636	586
isoComp_00078122	geneComp_00023687	ENST00000562380.5	LMF1	LMF1	control	treated	0.101	0	-0.101	0.0194455525516636	587
isoComp_00010709	geneComp_00007149	ENST00000608135.1	AC131235.2	AC131235.2	control	treated	0	0.938	0.938	0.0194804198125532	588
isoComp_00093211	geneComp_00026673	ENST00000534799.6	NPIPP1	NPIPP1	control	treated	0.487	0.315	-0.172	0.019634770613038	589
isoComp_00021702	geneComp_00012421	ENST00000421126.5	AP1B1	AP1B1	control	treated	0.273	0.147	-0.127	0.0201345697830237	590
isoComp_00088023	geneComp_00025827	ENST00000474482.1	MUC12	MUC12	control	treated	0.974	0.316	-0.657	0.0201438935830837	591
isoComp_00014453	geneComp_00008381	ENST00000541650.5	AKAP7	AKAP7	control	treated	0.869	0.648	-0.221	0.0202349413360732	592
isoComp_00034298	geneComp_00014683	ENST00000392590.3	CDCA4	CDCA4	control	treated	0.168	0.05	-0.118	0.0202794952822372	593
isoComp_00129158	geneComp_00034861	ENST00000415688.1	STRADB	STRADB	control	treated	0.268	0.382	0.114	0.0202820896404483	594
isoComp_00137462	geneComp_00036326	ENST00000540486.5	TRAPPC1	TRAPPC1	control	treated	0.278	0.405	0.127	0.0202820896404483	595
isoComp_00042821	geneComp_00016225	ENST00000414486.5	CYYR1-AS1	CYYR1-AS1	control	treated	0.098	0.493	0.396	0.0204557089161328	596
isoComp_00138975	geneComp_00036609	ENST00000537971.5	TSPAN9	TSPAN9	control	treated	0.347	0	-0.347	0.0204557089161328	597
isoComp_00062439	geneComp_00019918	ENST00000482211.2	HBEGF	HBEGF	control	treated	0.41	0	-0.41	0.0205162619387223	598
isoComp_00094893	geneComp_00026956	ENST00000460791.1	NXF3	NXF3	control	treated	0.038	0.3	0.262	0.0206555096329514	599
isoComp_00012541	geneComp_00007963	ENST00000495553.1	ACTN4	ACTN4	control	treated	0.294	0.14	-0.154	0.0206858169379838	600
isoComp_00058784	geneComp_00019107	ENST00000520736.1	GINS4	GINS4	control	treated	0.164	0.033	-0.131	0.0210123710185683	601
isoComp_00021975	geneComp_00012447	ENST00000313566.10	AP4S1	AP4S1	control	treated	0.223	0.069	-0.154	0.0210478740699162	602
isoComp_00018084	geneComp_00010836	ENST00000667026.1	AL451165.2	AL451165.2	control	treated	0	0.674	0.674	0.0211668595689741	603
isoComp_00016989	geneComp_00010070	ENST00000586211.6	AL354733.2	AL354733.2	control	treated	0.122	0	-0.122	0.0212377920966899	604
isoComp_00096187	geneComp_00027457	ENST00000520651.1	OSGEPL1-AS1	OSGEPL1-AS1	control	treated	0.057	0.591	0.533	0.0212871444834984	605
